neighborhood,sqft_living,area_unit,lot_size_sqft,bedrooms,bathrooms,floors,year_built,renovated,condition,grade,garage,basement,pool,school_score,sale_price
Northgate,2616.0,sqft,4867.0,4,3.5,2.5,2007.0,No,3,9,N,Y,N,7.0,$244.8K
Harbor Point,897.0,sqft,1854.0,2,2.5,3.0,1987.0,No,1,8,Y,Y,N,7.0,$259.4K
Maple Grove,1503.0,sqft,2971.0,2,1.5,2.0,2000.0,Yes,3,6,Y,N,N,8.0,$252.1K
Northgate,1263.0,sqft,1678.0,2,1.5,1.5,1959.0,No,5,9,Y,N,N,6.0,$121.3K
Northgate,1607.0,sqft,6062.0,2,2.5,2.0,1969.0,No,2,3,Y,N,N,3.0,$127.1K
Maple Grove,736.0,sqft,1020.0,1,1.0,2.0,2015.0,No,3,7,Y,N,N,9.0,110200.0
Harbor Point,2357.0,sqft,6823.0,3,3.0,2.0,1957.0,Yes,4,7,N,,N,5.0,603600.0
Sunridge,1081.0,sqft,3844.0,1,1.0,3.0,2009.0,No,1,10,Y,N,N,8.0,$129.1K
Cedar Falls,1488.0,sqft,3504.0,3,2.5,2.0,1989.0,No,3,3,Y,N,N,9.0,177400.0
Old Mill District,2540.0,sqft,5588.0,4,2.5,2.0,1956.0,No,4,4,Y,Y,N,8.0,$620.8K
Northgate,1593.0,sqft,2440.0,2,3.0,2.0,1947.0,Yes,2,8,N,N,N,,133600.0
Brookhaven,104.0,sqm,1443.0,2,1.0,1.0,1963.0,Yes,4,6,N,Y,Y,5.0,$200.4K
Sunridge,3141.0,sqft,7812.0,5,3.5,1.5,1976.0,Yes,4,10,Y,N,N,9.0,392000.0
Riverside Park,2408.0,sqft,7926.0,4,3.0,1.0,1928.0,Yes,2,9,Y,N,N,4.0,389200.0
Riverside Park,172.9,sqm,4487.0,3,2.5,1.0,1921.0,No,5,5,Y,N,N,6.0,$264.2K
Riverside Park,131.2,sqm,2692.0,3,2.0,2.5,1981.0,No,3,5,Y,N,N,8.0,218700.0
Old Mill District,1114.0,sqft,2004.0,2,1.0,2.0,1961.0,No,1,3,N,Y,N,6.0,$251.0K
Sunridge,2721.0,sqft,5925.0,3,2.0,2.0,1924.0,No,5,9,Y,Y,N,5.0,218000.0
Cedar Falls,1933.0,sqft,6945.0,3,2.0,1.0,1991.0,Yes,3,4,Y,N,N,5.0,264100.0
Riverside Park,1304.0,sqft,3367.0,2,1.5,2.0,2022.0,No,3,7,Y,N,N,6.0,$249.4K
Riverside Park,2569.0,sqft,7619.0,4,3.5,2.0,2016.0,No,1,7,Y,Y,N,4.0,406600.0
Northgate,1983.0,sqft,3731.0,3,1.5,1.5,2002.0,No,3,9,Y,N,N,6.0,139100.0
Cedar Falls,942.0,sqft,3663.0,1,1.0,1.0,1941.0,No,5,4,N,,N,,$108.0K
Northgate,500.0,sqft,1782.0,1,1.0,1.0,1964.0,No,4,4,Y,N,N,5.0,45000
Brookhaven,221.0,sqm,8825.0,3,1.5,2.0,1988.0,No,4,4,Y,N,N,5.0,$514.3K
Brookhaven,128.2,sqm,2921.0,3,2.5,1.0,1947.0,Yes,4,7,N,N,N,4.0,$222.5K
Brookhaven,1155.0,sqft,3501.0,2,1.0,1.0,1932.0,No,4,9,Y,N,N,7.0,$200.9K
Brookhaven,285.1,sqm,3971.0,6,4.5,1.0,1961.0,No,3,10,Y,N,N,8.0,$589.1K
Cedar Falls,1942.0,sqft,3516.0,4,2.5,3.0,1981.0,No,4,6,N,N,Y,6.0,$260.4K
Riverside Park,500.0,sqft,1525.0,1,1.0,2.0,1990.0,No,5,7,N,N,N,6.0,$78.3K
Riverside Park,1109.0,sqft,1556.0,1,1.0,2.0,2008.0,Yes,5,7,Y,Y,N,4.0,$194.8K
Northgate,53.6,sqm,1520.0,1,1.5,1.5,1942.0,Yes,4,3,Y,N,N,,$45.4K
Sunridge,1095.0,sqft,2862.0,1,1.0,2.0,2013.0,No,3,10,Y,N,N,5.0,140700.0
Sunridge,2250.0,sqft,4377.0,3,2.0,2.0,1974.0,No,5,10,N,Y,N,7.0,245000.0
Sunridge,192.5,sqm,5397.0,4,2.5,1.5,1989.0,No,4,10,N,N,N,7.0,241800.0
Maple Grove,1595.0,sqft,2441.0,3,2.0,1.0,1978.0,No,5,10,Y,Y,Y,6.0,236300.0
Riverside Park,104.0,sqm,1873.0,1,1.5,2.0,2005.0,No,2,10,Y,Y,N,8.0,222400.0
Northgate,106.9,sqm,1471.0,3,2.0,1.0,1947.0,No,5,10,Y,Y,N,7.0,$105.4K
Harbor Point,3005.0,sqft,4129.0,5,4.5,2.0,1991.0,Yes,2,8,Y,Y,Y,6.0,$1032.0K
Harbor Point,189.5,sqm,5466.0,4,3.0,2.5,1984.0,No,3,8,Y,Y,N,2.0,$530.8K
Cedar Falls,2283.0,sqft,5147.0,3,2.0,1.0,2013.0,Yes,4,3,Y,N,N,10.0,342100.0
Maple Grove,2405.0,sqft,4514.0,4,3.5,1.0,2020.0,No,4,8,Y,Y,N,7.0,$487.5K
Harbor Point,1815.0,sqft,6086.0,3,1.5,2.0,2008.0,No,3,4,Y,Y,N,9.0,$550.8K
Brookhaven,1706.0,sqft,2734.0,1,1.0,2.0,1948.0,No,4,8,Y,Y,N,6.0,$248.8K
Brookhaven,165.4,sqm,3614.0,3,1.5,1.0,,No,2,5,N,Y,N,2.0,376800.0
Sunridge,2503.0,sqft,6570.0,3,2.0,2.5,2013.0,No,3,7,N,Y,N,7.0,314100.0
Cedar Falls,3226.0,sqft,12375.0,5,4.5,1.0,1999.0,No,4,5,Y,Y,N,7.0,445300.0
Brookhaven,2579.0,sqft,6461.0,3,1.5,2.0,2013.0,No,4,9,N,N,N,8.0,$637.2K
Riverside Park,2192.0,sqft,4651.0,3,2.0,1.0,1994.0,No,1,9,N,N,N,4.0,321500.0
Northgate,257.9,sqm,8195.0,4,2.5,3.0,1981.0,No,2,10,Y,Y,N,4.0,$273.1K
Northgate,1097.0,sqft,2690.0,1,1.5,2.5,1974.0,No,3,8,Y,N,N,,$85.5K
Cedar Falls,2116.0,sqft,6570.0,4,2.0,1.5,2006.0,No,4,7,N,Y,N,10.0,345200.0
Brookhaven,2926.0,sqft,4187.0,5,5.0,1.0,1924.0,No,3,9,N,Y,N,8.0,$478.4K
Brookhaven,2391.0,sqft,7263.0,3,1.5,2.5,1962.0,Yes,3,7,Y,Y,N,4.0,$504.4K
Harbor Point,2677.0,sqft,5113.0,5,3.0,3.0,1949.0,Yes,4,7,Y,Y,Y,5.0,653500.0
Cedar Falls,2198.0,sqft,3320.0,3,2.5,2.0,2006.0,No,4,9,Y,N,N,3.0,$304.8K
Harbor Point,103.6,sqm,1524.0,1,1.0,2.0,2010.0,No,3,3,Y,Y,N,4.0,$264.2K
Sunridge,2528.0,sqft,4148.0,4,3.5,1.0,1996.0,No,3,4,Y,N,N,4.0,256500.0
Sunridge,2686.0,sqft,6562.0,4,2.0,1.0,1935.0,No,4,8,Y,Y,N,6.0,$252.0K
Cedar Falls,1774.0,sqft,3638.0,2,1.5,2.0,1985.0,No,3,8,Y,Y,N,5.0,$230.2K
Riverside Park,1772.0,sqft,6794.0,2,1.0,1.0,1954.0,No,5,9,Y,N,N,5.0,$292.0K
Cedar Falls,1493.0,sqft,4017.0,2,1.5,3.0,1955.0,No,4,4,Y,Y,N,,$168.6K
Northgate,262.9,sqm,4002.0,4,3.5,1.5,1985.0,Yes,3,3,N,N,N,6.0,$230.6K
Sunridge,2921.0,sqft,10351.0,5,4.0,1.0,1975.0,No,4,5,Y,N,N,,$303.2K
Old Mill District,977.0,sqft,1665.0,2,1.5,2.0,1991.0,Yes,3,8,Y,Y,N,8.0,$326.3K
Cedar Falls,1727.0,sqft,2589.0,3,2.5,2.0,2010.0,No,4,4,Y,N,N,8.0,298100.0
Old Mill District,1550.0,sqft,2327.0,2,1.5,2.0,1950.0,No,2,10,Y,N,N,5.0,$328.3K
Riverside Park,2118.0,sqft,3825.0,3,1.5,2.5,1970.0,No,3,8,Y,N,N,7.0,337400.0
Sunridge,1844.0,sqft,4048.0,1,1.0,1.5,1964.0,No,4,10,Y,Y,N,5.0,$199.6K
Old Mill District,1514.0,sqft,4978.0,2,1.5,3.0,1972.0,No,3,7,Y,N,N,6.0,317600.0
Harbor Point,2034.0,sqft,3734.0,2,1.5,1.0,1975.0,No,2,10,Y,Y,N,9.0,593700.0
Old Mill District,1718.0,sqft,3492.0,3,3.0,2.0,1979.0,No,3,8,N,,N,2.0,$333.5K
Cedar Falls,1485.0,sqft,2576.0,3,3.0,1.0,1979.0,Yes,5,3,N,N,Y,7.0,213800.0
Northgate,2614.0,sqft,10376.0,3,2.5,1.0,,Yes,3,3,Y,N,N,6.0,206100.0
Cedar Falls,1232.0,sqft,4689.0,3,2.5,2.0,1950.0,Yes,2,8,Y,N,N,7.0,156300.0
Riverside Park,2520.0,sqft,6268.0,4,3.0,1.5,2003.0,No,4,10,Y,Y,N,7.0,$463.6K
Riverside Park,1030.0,sqft,3938.0,1,1.0,2.0,1929.0,No,3,9,Y,Y,N,6.0,$166.8K
Riverside Park,1989.0,sqft,7406.0,3,2.0,1.0,1951.0,No,4,3,Y,Y,N,3.0,280000.0
Brookhaven,1422.0,sqft,5453.0,3,2.0,1.0,1968.0,No,5,3,Y,Y,N,3.0,$278.5K
Sunridge,2695.0,sqft,5732.0,4,2.0,1.0,1940.0,No,2,5,Y,Y,N,7.0,$246.1K
Sunridge,2090.0,sqft,7823.0,3,1.5,2.0,1943.0,No,3,6,Y,Y,N,,$148.0K
Old Mill District,2346.0,sqft,5998.0,3,2.5,2.5,1960.0,No,5,7,Y,N,Y,5.0,543900.0
Harbor Point,1681.0,sqft,6669.0,2,2.0,3.0,1949.0,No,4,10,N,Y,N,7.0,433200.0
Old Mill District,1533.0,sqft,5767.0,2,1.5,2.0,1983.0,No,4,7,Y,N,N,3.0,347300.0
Riverside Park,1447.0,sqft,5751.0,3,2.0,2.5,1979.0,No,3,8,Y,N,N,6.0,$251.1K
Old Mill District,2420.0,sqft,8739.0,3,2.0,1.0,1938.0,Yes,2,7,Y,N,N,8.0,503600.0
Harbor Point,2136.0,sqft,3261.0,2,2.0,1.5,1922.0,No,4,6,Y,Y,N,4.0,$482.5K
Harbor Point,1348.0,sqft,5179.0,2,1.5,2.0,2023.0,No,4,3,Y,N,N,3.0,381300.0
Cedar Falls,2881.0,sqft,4629.0,5,4.5,1.0,1997.0,No,4,9,Y,,N,,$351.0K
Maple Grove,2075.0,sqft,3106.0,4,3.0,2.0,1978.0,Yes,3,8,Y,N,N,5.0,$306.9K
Harbor Point,2446.0,sqft,6352.0,4,3.0,1.0,1990.0,Yes,2,10,Y,N,N,6.0,$856.7K
Harbor Point,1062.0,sqft,2769.0,2,1.0,2.0,1928.0,Yes,3,3,Y,Y,N,6.0,257200.0
Northgate,1854.0,sqft,6140.0,4,4.0,1.5,2000.0,No,2,9,Y,N,N,4.0,$165.0K
Northgate,500.0,sqft,1497.0,1,1.0,2.0,2003.0,No,3,6,Y,N,N,8.0,49600.0
Old Mill District,155.5,sqm,3222.0,2,2.0,1.0,1943.0,No,2,10,Y,N,N,6.0,$345.0K
Sunridge,2314.0,sqft,5183.0,3,2.5,1.0,2009.0,Yes,2,5,N,Y,N,5.0,274600.0
Cedar Falls,2742.0,sqft,7358.0,4,3.5,1.0,1981.0,No,3,4,N,Y,N,2.0,$288.2K
Harbor Point,2589.0,sqft,9123.0,3,2.5,1.0,1985.0,No,3,3,N,N,N,7.0,736300.0
Maple Grove,1018.0,sqft,2851.0,2,1.5,2.0,1970.0,No,3,9,Y,N,N,7.0,$131.5K
Northgate,2675.0,sqft,9155.0,4,2.0,2.0,1971.0,No,3,10,Y,Y,N,3.0,270100.0
Brookhaven,203.1,sqm,3102.0,4,3.0,2.0,1964.0,No,3,8,Y,Y,N,5.0,$443.8K
Maple Grove,46.4,sqm,1095.0,1,1.0,2.0,1946.0,No,3,10,Y,N,N,5.0,70000.0
Cedar Falls,2400.0,sqft,8532.0,3,3.0,2.0,2014.0,No,2,10,Y,N,N,3.0,$327.7K
Cedar Falls,2145.0,sqft,3619.0,3,2.5,1.0,1991.0,Yes,5,10,Y,N,N,6.0,$326.1K
Northgate,1896.0,sqft,5135.0,3,2.0,2.5,1946.0,Yes,4,7,Y,N,N,7.0,$152.2K
Harbor Point,173.4,sqm,6716.0,2,1.0,1.5,1999.0,No,2,8,N,Y,Y,7.0,641200.0
Maple Grove,2979.0,sqft,6189.0,4,2.5,2.0,1924.0,No,3,9,Y,N,N,8.0,$390.0K
Riverside Park,1665.0,sqft,,3,2.0,2.0,2009.0,No,3,9,Y,Y,N,6.0,$318.0K
Northgate,989.0,sqft,3709.0,2,2.0,2.0,2022.0,Yes,4,10,Y,N,N,8.0,$117.1K
Sunridge,2073.0,sqft,7243.0,3,1.5,1.0,1940.0,Yes,5,10,Y,N,N,6.0,$195.9K
Brookhaven,2378.0,sqft,5950.0,4,3.0,2.5,1991.0,Yes,4,7,Y,Y,N,3.0,$479.5K
Northgate,2037.0,sqft,3188.0,3,2.0,3.0,1953.0,No,2,4,N,Y,N,,158700.0
Maple Grove,1995.0,sqft,4619.0,4,3.5,3.0,1954.0,Yes,3,3,Y,Y,N,,276600.0
Riverside Park,2967.0,sqft,11421.0,4,3.0,2.0,1978.0,No,3,9,N,N,N,9.0,$516.3K
Maple Grove,1580.0,sqft,6176.0,2,1.0,2.0,1940.0,No,3,8,Y,N,N,4.0,$173.7K
Sunridge,2656.0,sqft,7425.0,4,3.5,1.5,2016.0,No,2,10,Y,N,N,9.0,347100.0
Maple Grove,182.5,sqm,5739.0,4,3.5,2.0,1974.0,No,4,9,Y,Y,N,7.0,304300.0
Brookhaven,207.4,sqm,6510.0,4,2.0,1.5,1932.0,Yes,3,9,N,Y,N,5.0,428600.0
Maple Grove,1652.0,sqft,2047.0,3,2.5,2.0,2005.0,No,4,5,N,N,N,2.0,221100.0
Northgate,1385.0,sqft,3593.0,3,3.0,2.0,1978.0,Yes,2,3,Y,Y,N,4.0,$124.4K
Sunridge,119.1,sqm,3561.0,1,1.0,1.0,1935.0,Yes,4,10,Y,N,N,5.0,118300.0
Maple Grove,1768.0,sqft,3039.0,1,1.0,3.0,1990.0,Yes,2,9,Y,N,N,7.0,256200.0
Maple Grove,2726.0,sqft,3593.0,5,3.5,1.0,2016.0,No,5,3,N,N,N,9.0,$446.4K
Harbor Point,1400.0,sqft,,1,1.5,1.5,2014.0,No,3,7,N,N,N,,423300.0
Cedar Falls,977.0,sqft,2477.0,2,1.5,1.0,1960.0,No,1,8,Y,Y,N,9.0,$122.9K
Riverside Park,967.0,sqft,1475.0,2,1.0,3.0,1965.0,No,4,6,Y,Y,N,5.0,159200.0
Cedar Falls,1665.0,sqft,6124.0,3,3.0,1.5,1947.0,No,5,6,Y,Y,N,7.0,$217.5K
Sunridge,922.0,sqft,1217.0,2,2.5,1.0,2011.0,Yes,3,10,Y,N,N,7.0,120700.0
Cedar Falls,2165.0,sqft,8481.0,4,2.5,3.0,2009.0,Yes,4,5,Y,Y,N,10.0,417800.0
Harbor Point,180.8,sqm,6254.0,3,2.5,1.0,1969.0,No,4,4,N,N,N,7.0,$405.4K
Brookhaven,1496.0,sqft,3093.0,2,1.0,1.0,1985.0,No,3,8,Y,N,N,6.0,243500.0
Riverside Park,1923.0,sqft,2440.0,3,3.5,1.5,1978.0,No,2,6,Y,Y,N,8.0,$358.6K
Cedar Falls,2206.0,sqft,7066.0,3,3.0,2.5,2006.0,No,2,7,Y,N,N,7.0,300100.0
Harbor Point,1010.0,sqft,1576.0,2,1.5,2.5,2016.0,No,3,6,Y,N,Y,4.0,361200.0
Harbor Point,2116.0,sqft,2676.0,4,3.0,1.0,2019.0,No,5,10,Y,Y,N,,703200.0
Cedar Falls,1993.0,sqft,2501.0,4,3.5,2.5,1999.0,No,2,10,Y,Y,N,8.0,$292.9K
Sunridge,2622.0,sqft,6429.0,3,3.0,1.0,1936.0,No,3,7,Y,N,N,7.0,207300.0
Riverside Park,2243.0,sqft,3248.0,3,2.5,2.5,2005.0,No,3,6,Y,N,N,7.0,$452.4K
Old Mill District,1752.0,sqft,4963.0,2,1.0,1.0,1977.0,No,5,4,Y,Y,N,6.0,$392.6K
Cedar Falls,1188.0,sqft,3413.0,1,1.0,1.0,1993.0,No,4,6,Y,Y,N,4.0,151700.0
Sunridge,205.9,sqm,6917.0,4,3.0,1.0,1935.0,No,3,8,Y,N,Y,5.0,$216.4K
Riverside Park,507.0,sqft,1462.0,2,1.5,1.0,1931.0,No,4,5,Y,Y,Y,6.0,75600.0
Cedar Falls,1218.0,sqft,2737.0,2,1.5,1.0,1945.0,Yes,3,5,N,N,N,6.0,$151.1K
Brookhaven,173.5,sqm,6341.0,2,1.5,2.0,1997.0,Yes,4,4,Y,Y,N,6.0,321800.0
Sunridge,2113.0,sqft,6123.0,4,3.5,1.0,1933.0,Yes,3,3,Y,Y,N,7.0,$171.8K
Old Mill District,2220.0,sqft,5982.0,5,4.0,2.0,1945.0,No,1,5,Y,N,Y,6.0,428400.0
Sunridge,1461.0,sqft,2732.0,3,2.5,2.0,2017.0,No,4,3,Y,Y,N,9.0,170600.0
Brookhaven,2128.0,sqft,3720.0,4,3.0,1.0,1928.0,No,3,7,Y,N,N,6.0,303000.0
Harbor Point,128.5,sqm,3715.0,2,1.0,2.0,1939.0,Yes,3,7,Y,N,N,6.0,356300.0
Old Mill District,2670.0,sqft,3250.0,4,3.0,2.0,1938.0,Yes,3,7,Y,N,N,6.0,$636.3K
Maple Grove,500.0,sqft,1996.0,1,1.5,2.0,2011.0,No,3,7,Y,N,N,8.0,$84.9K
Brookhaven,2546.0,sqft,7950.0,4,3.0,2.0,1955.0,No,1,3,Y,Y,N,8.0,329000.0
Maple Grove,2172.0,sqft,5583.0,3,3.0,3.0,1929.0,No,2,3,Y,Y,N,7.0,$205.1K
Northgate,2781.0,sqft,10828.0,4,3.0,1.5,2011.0,No,4,3,Y,Y,Y,4.0,$295.4K
Maple Grove,2100.0,sqft,6618.0,4,2.5,2.0,2004.0,No,3,7,N,Y,N,8.0,313300.0
Brookhaven,1393.0,sqft,4662.0,1,1.0,1.0,1925.0,Yes,4,5,Y,Y,N,7.0,$269.8K
Old Mill District,1965.0,sqft,6462.0,3,2.0,1.0,1993.0,Yes,4,10,N,Y,N,5.0,$571.8K
Brookhaven,1976.0,sqft,3160.0,2,1.5,2.0,1961.0,No,3,10,Y,N,N,4.0,$373.1K
Riverside Park,200.5,sqm,7798.0,3,1.5,1.5,2021.0,No,3,5,Y,N,Y,6.0,557700.0
Riverside Park,2000.0,sqft,7552.0,2,1.0,1.0,1948.0,No,5,10,N,N,N,3.0,$306.8K
Harbor Point,1186.0,sqft,4438.0,3,2.5,2.5,1935.0,Yes,4,7,Y,Y,N,4.0,$357.5K
Harbor Point,1953.0,sqft,6302.0,2,2.0,1.5,1978.0,Yes,5,5,Y,Y,N,7.0,$604.2K
Maple Grove,1113.0,sqft,2610.0,1,1.0,1.0,2000.0,No,4,9,Y,Y,N,3.0,178300.0
Sunridge,2917.0,sqft,6974.0,5,4.0,1.0,2005.0,No,3,3,Y,Y,N,6.0,$352.5K
Maple Grove,3023.0,sqft,6657.0,5,3.5,1.0,1938.0,Yes,5,8,Y,N,N,8.0,$414.2K
Cedar Falls,1603.0,sqft,4310.0,3,1.5,3.0,1961.0,Yes,4,4,N,Y,N,3.0,$182.7K
Harbor Point,500.0,sqft,1029.0,1,1.0,1.0,1933.0,Yes,2,6,Y,Y,N,,$118.4K
Sunridge,1091.0,sqft,1658.0,2,1.5,2.0,1986.0,No,2,10,Y,Y,N,5.0,$114.1K
Maple Grove,1807.0,sqft,4671.0,3,2.5,3.0,1929.0,No,3,3,Y,Y,Y,4.0,211300.0
Old Mill District,2151.0,sqft,8230.0,4,3.0,3.0,1981.0,No,5,5,N,Y,N,2.0,$488.7K
Old Mill District,2209.0,sqft,4781.0,4,3.0,2.0,2019.0,No,2,10,N,N,N,5.0,$653.8K
Old Mill District,555.0,sqft,2093.0,1,1.0,1.0,1950.0,No,4,3,Y,Y,N,8.0,$120.6K
Cedar Falls,2213.0,sqft,6924.0,2,2.0,2.0,1938.0,No,4,4,Y,N,N,6.0,219100.0
Cedar Falls,1992.0,sqft,3325.0,3,1.5,1.0,1929.0,No,3,10,Y,Y,N,9.0,235100.0
Northgate,2020.0,sqft,5756.0,3,2.5,2.0,1949.0,Yes,2,9,N,Y,N,8.0,161000.0
Cedar Falls,1149.0,sqft,3886.0,2,1.5,2.5,1992.0,Yes,4,3,Y,N,N,5.0,$158.0K
Maple Grove,200.3,sqm,6809.0,3,2.5,3.0,1995.0,No,3,7,Y,Y,N,6.0,327700.0
Brookhaven,540.0,sqft,800.0,1,1.0,2.0,1995.0,No,3,4,Y,N,Y,8.0,121100.0
Maple Grove,2488.0,sqft,3579.0,4,3.5,1.0,2015.0,No,3,7,Y,Y,N,4.0,392000.0
Sunridge,1900.0,sqft,7499.0,3,1.5,2.0,2023.0,No,5,8,Y,N,N,8.0,$238.5K
Riverside Park,697.0,sqft,2280.0,1,1.0,1.5,1956.0,Yes,5,6,Y,Y,N,9.0,$113.1K
Cedar Falls,2768.0,sqft,9743.0,4,3.0,1.5,1987.0,Yes,3,6,Y,Y,N,2.0,369100.0
Riverside Park,130.6,sqm,3172.0,2,2.0,2.0,1960.0,No,2,6,N,N,N,8.0,198900.0
Cedar Falls,1545.0,sqft,2710.0,2,1.0,2.0,1984.0,Yes,5,10,Y,N,N,9.0,$256.6K
Maple Grove,2212.0,sqft,4555.0,3,2.0,1.0,1995.0,Yes,2,5,Y,N,N,8.0,326200.0
Riverside Park,865.0,sqft,3070.0,2,2.0,3.0,2017.0,No,3,5,Y,Y,N,6.0,$179.5K
Harbor Point,2737.0,sqft,9009.0,4,3.0,1.0,1970.0,No,4,4,Y,N,N,6.0,$740.0K
Harbor Point,1026.0,sqft,1345.0,1,1.5,2.0,1976.0,Yes,5,3,N,N,N,4.0,$222.0K
Northgate,2667.0,sqft,8535.0,4,3.0,1.0,2017.0,No,3,3,Y,Y,N,6.0,251500.0
Riverside Park,2284.0,sqft,7396.0,4,2.5,3.0,1994.0,Yes,4,10,Y,N,N,8.0,$489.5K
Harbor Point,2157.0,sqft,3408.0,3,2.0,1.0,1935.0,No,1,10,N,,N,6.0,495800.0
Brookhaven,1793.0,sqft,2413.0,3,1.5,1.5,2015.0,No,3,5,Y,N,Y,,$442.0K
Harbor Point,883.0,sqft,1683.0,1,1.0,1.0,1932.0,No,3,8,Y,N,N,6.0,183400.0
Old Mill District,2716.0,sqft,7878.0,4,2.5,2.0,1970.0,Yes,4,5,N,N,N,5.0,$638.4K
Sunridge,1115.0,sqft,2160.0,2,2.5,1.0,1985.0,No,2,8,Y,N,N,7.0,$113.0K
Brookhaven,1231.0,sqft,2510.0,2,1.0,1.0,1955.0,Yes,4,3,Y,Y,N,8.0,234200.0
Old Mill District,2095.0,sqft,7448.0,3,2.0,3.0,1938.0,Yes,4,9,Y,Y,N,6.0,465300.0
Harbor Point,2973.0,sqft,5705.0,4,3.0,1.0,1923.0,No,1,4,N,Y,N,2.0,$630.9K
Harbor Point,721.0,sqft,2201.0,1,1.0,1.0,1999.0,No,5,4,N,Y,N,7.0,$192.0K
Brookhaven,789.0,sqft,1663.0,1,1.0,1.0,1946.0,Yes,3,7,Y,Y,N,7.0,$127.6K
Cedar Falls,1966.0,sqft,6937.0,2,1.5,1.5,2021.0,No,4,6,N,,N,3.0,305200.0
Maple Grove,1662.0,sqft,6170.0,1,1.0,2.0,2010.0,No,5,8,Y,Y,N,8.0,$302.9K
Old Mill District,1961.0,sqft,7234.0,3,2.0,2.0,1944.0,No,4,5,Y,N,N,3.0,365100.0
Sunridge,1638.0,sqft,2949.0,2,1.0,2.5,1987.0,No,3,5,Y,Y,N,6.0,155600.0
Brookhaven,1436.0,sqft,5721.0,2,2.0,1.0,1972.0,No,5,7,Y,Y,N,3.0,269200.0
Cedar Falls,1971.0,sqft,7265.0,3,1.5,2.0,1923.0,No,4,3,Y,Y,Y,7.0,213600.0
Northgate,668.0,sqft,2436.0,2,1.5,1.0,1995.0,Yes,3,8,Y,N,N,5.0,70200.0
Old Mill District,2467.0,sqft,8257.0,4,3.0,2.0,1964.0,No,4,8,N,N,N,6.0,582000.0
Sunridge,228.3,sqm,7374.0,5,3.0,2.0,2015.0,Yes,4,7,Y,N,N,7.0,308800.0
Old Mill District,1240.0,sqft,1636.0,4,3.0,1.0,1940.0,Yes,3,3,Y,N,N,6.0,$270.1K
Sunridge,66.4,sqm,2496.0,1,1.0,2.0,1945.0,Yes,5,7,Y,Y,N,4.0,66900.0
Northgate,2616.0,sqft,9743.0,4,3.0,2.0,2017.0,No,4,5,Y,N,N,6.0,240400.0
Harbor Point,193.6,sqm,5254.0,2,1.5,3.0,1986.0,No,3,8,N,N,N,6.0,568500.0
Northgate,141.3,sqm,4074.0,3,3.5,1.0,2011.0,No,4,3,Y,Y,N,3.0,129900.0
Riverside Park,240.4,sqm,10038.0,4,3.5,3.0,1944.0,No,5,7,N,N,N,4.0,366900.0
Northgate,2223.0,sqft,8887.0,4,2.5,2.0,2009.0,No,4,5,Y,Y,N,5.0,$221.1K
Sunridge,235.9,sqm,8267.0,4,3.5,1.0,1996.0,No,4,7,Y,N,N,6.0,278200.0
Brookhaven,2856.0,sqft,6126.0,4,3.0,2.0,1929.0,No,4,9,Y,N,N,4.0,477200.0
Harbor Point,1830.0,sqft,6342.0,3,2.5,2.0,2013.0,No,4,8,Y,N,N,5.0,$467.4K
Riverside Park,500.0,sqft,1450.0,1,2.5,2.0,1972.0,No,3,7,N,Y,N,5.0,87800.0
Sunridge,1514.0,sqft,5570.0,2,1.5,1.0,1996.0,No,3,3,Y,Y,N,1.0,139100.0
Cedar Falls,1145.0,sqft,3477.0,2,1.5,1.0,2002.0,No,5,3,Y,Y,N,5.0,142600.0
Sunridge,2072.0,sqft,3901.0,5,4.5,1.0,1995.0,Yes,4,9,Y,N,N,5.0,$259.5K
Riverside Park,1764.0,sqft,5305.0,2,1.5,2.5,1932.0,Yes,3,3,Y,N,N,8.0,273800.0
Old Mill District,57.4,sqm,2341.0,2,2.0,1.0,1958.0,No,5,9,Y,N,Y,8.0,178700.0
Harbor Point,1502.0,sqft,2864.0,3,1.5,2.5,1962.0,No,2,6,Y,Y,N,4.0,$370.5K
Old Mill District,229.6,sqm,3510.0,3,2.0,3.0,1922.0,No,2,9,Y,N,N,,538200.0
Maple Grove,1159.0,sqft,3038.0,2,1.0,2.0,1966.0,No,3,9,Y,Y,N,2.0,$165.1K
Brookhaven,948.0,sqft,2298.0,1,1.0,2.0,1983.0,No,4,7,Y,N,N,3.0,$199.1K
Sunridge,1566.0,sqft,2767.0,2,1.0,3.0,1938.0,No,3,7,Y,N,N,6.0,$143.8K
Sunridge,2230.0,sqft,3369.0,3,2.5,1.0,1928.0,No,4,3,N,N,N,7.0,$171.2K
Cedar Falls,166.8,sqm,4956.0,3,2.5,1.0,1951.0,Yes,3,6,Y,Y,N,7.0,$245.7K
Brookhaven,1003.0,sqft,2347.0,1,1.0,1.0,1920.0,Yes,3,8,Y,N,N,8.0,218700.0
Brookhaven,1234.0,sqft,3238.0,2,1.0,1.0,1938.0,No,2,8,N,N,N,8.0,204000.0
Sunridge,1649.0,sqft,3497.0,2,1.0,2.5,1945.0,Yes,4,3,N,Y,N,1.0,117200.0
Brookhaven,1300.0,sqft,2635.0,1,1.0,2.0,2011.0,No,4,9,N,N,N,4.0,$276.7K
Riverside Park,2379.0,sqft,5450.0,4,3.0,2.0,1973.0,No,3,6,Y,Y,N,7.0,436400.0
